id,reference,brand,power,city,responsible
1219,ACH02,Suntech,285,Manizales,Sonia
5030,ACH01,Talesun,1117,Medellin,Sonia
6377,ACH03,Jinko,1233,Pereira,Carlos
8906,ACH02,Risen,1860,Bogota,Carlos
70,ACH01,Suntech,1086,Cali,Sonia
8431,ACH02,Risen,1794,Pereira,Diego
9777,ACH01,Risen,554,Cali,Diego
8679,ACH03,Suntech,1622,Bogota,Carlos
1561,ACH02,Jinko,1925,Bogota,Wilson
1000,ACH02,Suntech,538,Cali,Sonia
5858,ACH02,Talesun,762,Cali,Diego
2046,ACH03,Jinko,315,Bogota,Sonia
5247,ACH01,Risen,1857,Bogota,Sonia
6357,ACH03,Risen,1567,Medellin,Sonia
3309,ACH03,Talesun,1491,Bogota,Wilson
2663,ACH03,Risen,538,Manizales,Carlos
2060,ACH03,Suntech,1618,Medellin,Wilson
9250,ACH02,Risen,1948,Cali,Diego
6371,ACH02,Jinko,1092,Medellin,Wilson
523,ACH03,Suntech,1018,Medellin,Sonia
3089,ACH02,Suntech,288,Manizales,Wilson
1,ACH03,Risen,763,Bogota,Diego
5017,ACH02,Suntech,1144,Pereira,Jose
2792,ACH03,Talesun,1157,Manizales,Diego
6842,ACH03,Jinko,234,Cali,Sonia
1721,ACH03,Jinko,737,Cali,Jose
6673,ACH03,Talesun,1020,Medellin,Sonia
1207,ACH02,Jinko,1222,Pereira,Jose
767,ACH03,Jinko,1777,Bogota,Diego
9075,ACH01,Talesun,1635,Manizales,Diego
2591,ACH01,Suntech,791,Medellin,Diego
3619,ACH01,Jinko,1328,Medellin,Diego
2174,ACH01,Suntech,926,Manizales,Sonia
6689,ACH03,Risen,339,Bogota,Jose
36,ACH03,Jinko,1094,Cali,Carlos
8287,ACH02,Talesun,1609,Medellin,Wilson
2173,ACH03,Talesun,802,Bogota,Diego
1935,ACH02,Suntech,1233,Manizales,Diego
6078,ACH02,Talesun,665,Bogota,Diego
6613,ACH03,Jinko,795,Cali,Diego
8011,ACH03,Risen,1767,Cali,Diego
2439,ACH03,Suntech,1198,Cali,Wilson
4277,ACH03,Risen,1884,Cali,Diego
9505,ACH03,Risen,1482,Pereira,Sonia
5043,ACH01,Jinko,914,Bogota,Diego
7809,ACH02,Risen,1926,Cali,Diego
236,ACH03,Suntech,1968,Pereira,Wilson
9211,ACH02,Risen,656,Manizales,Diego
1638,ACH02,Suntech,1344,Cali,Jose
5771,ACH03,Talesun,124,Cali,Carlos
5528,ACH02,Risen,317,Cali,Sonia
6998,ACH03,Jinko,1554,Manizales,Wilson
9378,ACH03,Suntech,1809,Cali,Wilson
4147,ACH03,Jinko,404,Bogota,Wilson
2372,ACH03,Risen,245,Manizales,Wilson
7093,ACH01,Suntech,190,Manizales,Carlos
6381,ACH01,Jinko,331,Pereira,Diego
3392,ACH03,Risen,1562,Bogota,Carlos
5493,ACH01,Risen,100,Cali,Jose
9794,ACH03,Risen,727,Medellin,Sonia
9936,ACH02,Jinko,450,Pereira,Sonia
4879,ACH01,Talesun,809,Manizales,Diego
8466,ACH03,Talesun,1138,Pereira,Jose
1843,ACH01,Jinko,971,Manizales,Carlos
3634,ACH01,Talesun,627,Medellin,Jose
7904,ACH01,Suntech,899,Medellin,Sonia
6418,ACH01,Suntech,1053,Medellin,Jose
920,ACH01,Jinko,881,Pereira,Jose
3087,ACH02,Talesun,1937,Pereira,Sonia
3572,ACH03,Suntech,1420,Medellin,Carlos
285,ACH02,Talesun,193,Cali,Sonia
9039,ACH02,Suntech,633,Bogota,Wilson
166,ACH02,Suntech,1656,Cali,Jose
1731,ACH03,Jinko,811,Medellin,Sonia
6112,ACH02,Risen,699,Medellin,Wilson
9410,ACH01,Risen,1507,Pereira,Diego
6024,ACH02,Risen,739,Manizales,Wilson
7570,ACH03,Risen,1026,Cali,Diego
8458,ACH03,Risen,1145,Medellin,Carlos
2448,ACH01,Talesun,287,Manizales,Carlos
6054,ACH03,Talesun,983,Manizales,Wilson
9482,ACH01,Talesun,1430,Manizales,Wilson
2339,ACH01,Jinko,645,Cali,Wilson
2546,ACH03,Suntech,786,Medellin,Carlos
5413,ACH03,Suntech,1402,Cali,Sonia
2922,ACH03,Talesun,1639,Manizales,Diego
8765,ACH01,Suntech,1510,Pereira,Wilson
3851,ACH02,Talesun,1120,Bogota,Sonia
631,ACH01,Suntech,844,Bogota,Wilson
4417,ACH02,Talesun,1368,Bogota,Carlos
6475,ACH02,Jinko,142,Medellin,Jose
2695,ACH03,Risen,284,Medellin,Diego
229,ACH03,Jinko,540,Cali,Wilson
5763,ACH01,Risen,1673,Manizales,Jose
5041,ACH03,Talesun,1886,Bogota,Sonia
577,ACH03,Talesun,278,Cali,Sonia
9295,ACH02,Talesun,1544,Manizales,Carlos
475,ACH01,Risen,153,Bogota,Sonia
5263,ACH02,Talesun,1926,Medellin,Wilson
8301,ACH01,Jinko,1458,Manizales,Jose
5716,ACH02,Risen,894,Pereira,Jose
7768,ACH03,Talesun,1076,Medellin,Diego
2902,ACH01,Suntech,841,Cali,Wilson
6910,ACH03,Suntech,1931,Bogota,Wilson
2853,ACH02,Talesun,1351,Pereira,Jose
5260,ACH02,Talesun,1326,Pereira,Wilson
3094,ACH02,Talesun,1660,Medellin,Sonia
1933,ACH02,Talesun,1856,Cali,Carlos
551,ACH03,Jinko,648,Pereira,Sonia
8838,ACH02,Jinko,559,Medellin,Diego
3397,ACH03,Jinko,974,Pereira,Diego
2247,ACH03,Risen,769,Cali,Wilson
6179,ACH03,Risen,1669,Pereira,Sonia
9282,ACH02,Talesun,1067,Bogota,Diego
9964,ACH03,Risen,1661,Medellin,Carlos
5367,ACH03,Jinko,541,Pereira,Wilson
1310,ACH01,Suntech,1625,Manizales,Jose
295,ACH01,Jinko,602,Cali,Jose
5460,ACH02,Suntech,1792,Bogota,Carlos
2224,ACH01,Jinko,503,Pereira,Sonia
4389,ACH01,Suntech,1841,Manizales,Wilson
1366,ACH03,Risen,1195,Manizales,Wilson
4755,ACH03,Suntech,422,Cali,Diego
6787,ACH01,Talesun,1728,Bogota,Carlos
9788,ACH01,Risen,1305,Medellin,Wilson
2099,ACH02,Jinko,280,Medellin,Carlos
1175,ACH02,Suntech,622,Medellin,Carlos
6223,ACH01,Risen,2000,Pereira,Sonia
4357,ACH01,Risen,904,Manizales,Jose
4526,ACH01,Risen,1150,Cali,Wilson
7936,ACH02,Jinko,207,Manizales,Diego
8218,ACH02,Jinko,1157,Cali,Sonia
8417,ACH03,Suntech,1979,Manizales,Carlos
5314,ACH03,Talesun,1292,Medellin,Carlos
9135,ACH01,Jinko,860,Bogota,Jose
8783,ACH01,Talesun,401,Cali,Sonia
1581,ACH01,Talesun,1049,Cali,Carlos
6157,ACH02,Risen,633,Bogota,Jose
311,ACH02,Risen,640,Medellin,Jose
7258,ACH01,Talesun,221,Manizales,Jose
3533,ACH03,Risen,1830,Medellin,Sonia
6256,ACH01,Risen,1260,Cali,Carlos
9271,ACH01,Risen,1563,Medellin,Wilson
6270,ACH02,Talesun,803,Manizales,Wilson
9968,ACH01,Talesun,262,Manizales,Wilson
5483,ACH01,Talesun,439,Manizales,Diego
9238,ACH02,Risen,1650,Pereira,Diego
4562,ACH01,Talesun,783,Medellin,Diego
8345,ACH02,Jinko,448,Cali,Diego
8275,ACH03,Risen,958,Manizales,Diego
8420,ACH02,Suntech,743,Pereira,Carlos
2063,ACH02,Jinko,339,Bogota,Sonia
8250,ACH02,Risen,736,Pereira,Wilson
5500,ACH03,Suntech,792,Medellin,Sonia
6941,ACH02,Talesun,1333,Medellin,Diego
695,ACH01,Jinko,407,Cali,Wilson
4793,ACH03,Risen,997,Manizales,Wilson
9779,ACH01,Risen,1314,Medellin,Sonia
5448,ACH01,Jinko,1553,Medellin,Carlos
7400,ACH03,Suntech,1457,Bogota,Diego
5176,ACH02,Risen,684,Bogota,Diego
6837,ACH01,Suntech,1842,Medellin,Carlos
6198,ACH03,Suntech,972,Bogota,Wilson
2030,ACH02,Suntech,1020,Cali,Wilson
8155,ACH02,Jinko,201,Bogota,Carlos
9737,ACH03,Talesun,1509,Manizales,Wilson
4913,ACH03,Suntech,1760,Pereira,Carlos
2460,ACH03,Talesun,876,Bogota,Wilson
3571,ACH01,Talesun,1130,Medellin,Jose
2849,ACH01,Suntech,1120,Manizales,Sonia
8895,ACH01,Talesun,1942,Cali,Diego
6011,ACH02,Suntech,1861,Pereira,Diego
6751,ACH02,Jinko,1495,Bogota,Diego
2134,ACH02,Jinko,931,Cali,Wilson
7914,ACH02,Risen,648,Pereira,Jose
5759,ACH01,Talesun,121,Bogota,Jose
1074,ACH02,Talesun,1408,Pereira,Sonia
5482,ACH01,Suntech,641,Medellin,Wilson
54,ACH02,Jinko,897,Pereira,Carlos
7998,ACH01,Talesun,821,Bogota,Carlos
3252,ACH03,Risen,543,Medellin,Jose
3561,ACH02,Risen,651,Medellin,Sonia
8729,ACH03,Talesun,1158,Cali,Diego
8974,ACH03,Risen,1879,Pereira,Sonia
5235,ACH01,Jinko,152,Medellin,Diego
6343,ACH01,Jinko,1179,Medellin,Sonia
3348,ACH01,Suntech,1739,Medellin,Carlos
380,ACH02,Jinko,417,Medellin,Carlos
5356,ACH01,Risen,864,Pereira,Wilson
3113,ACH02,Jinko,715,Medellin,Jose
3139,ACH03,Suntech,1604,Bogota,Sonia
4545,ACH01,Risen,756,Manizales,Sonia
6600,ACH02,Jinko,1986,Bogota,Jose
2325,ACH03,Risen,1407,Pereira,Jose
9115,ACH01,Jinko,1182,Manizales,Diego
8603,ACH02,Suntech,224,Bogota,Carlos
7594,ACH01,Suntech,497,Manizales,Diego
2133,ACH02,Risen,1121,Bogota,Diego
558,ACH02,Jinko,677,Pereira,Carlos
8515,ACH01,Jinko,1577,Manizales,Sonia
2578,ACH01,Talesun,952,Cali,Diego
4912,ACH02,Talesun,385,Pereira,Wilson
5121,ACH02,Risen,867,Pereira,Wilson
8987,ACH01,Jinko,1402,Bogota,Jose
3618,ACH03,Suntech,1827,Pereira,Sonia
213,ACH03,Talesun,1426,Manizales,Jose
161,ACH02,Talesun,1353,Bogota,Carlos
5576,ACH02,Suntech,291,Manizales,Jose
3163,ACH03,Risen,572,Bogota,Wilson
5267,ACH01,Suntech,186,Manizales,Sonia
7197,ACH03,Jinko,513,Manizales,Diego
8504,ACH02,Talesun,293,Bogota,Jose
9063,ACH03,Jinko,836,Cali,Diego
9862,ACH02,Suntech,1343,Manizales,Sonia
4819,ACH01,Talesun,897,Pereira,Sonia
68,ACH01,Risen,503,Cali,Diego
6577,ACH03,Talesun,338,Cali,Diego
8744,ACH01,Risen,1373,Manizales,Sonia
8799,ACH02,Jinko,1012,Medellin,Sonia
9124,ACH03,Suntech,431,Bogota,Wilson
1934,ACH02,Suntech,767,Bogota,Carlos
1033,ACH01,Risen,645,Manizales,Diego
9223,ACH03,Talesun,931,Medellin,Wilson
8265,ACH01,Suntech,1856,Manizales,Jose
5135,ACH01,Talesun,901,Pereira,Carlos
230,ACH02,Jinko,1334,Medellin,Sonia
2612,ACH01,Risen,624,Cali,Wilson
3005,ACH01,Jinko,1888,Medellin,Carlos
245,ACH02,Talesun,1156,Manizales,Jose
8138,ACH03,Jinko,1177,Cali,Diego
3412,ACH02,Risen,172,Medellin,Carlos
1135,ACH01,Jinko,1066,Bogota,Wilson
6442,ACH01,Risen,495,Manizales,Sonia
2866,ACH02,Suntech,152,Manizales,Diego
437,ACH01,Suntech,1126,Manizales,Carlos
6902,ACH02,Suntech,1988,Medellin,Wilson
2081,ACH03,Talesun,1479,Bogota,Jose
3502,ACH03,Talesun,174,Manizales,Jose
3963,ACH02,Jinko,1181,Cali,Wilson
7269,ACH03,Talesun,861,Cali,Wilson
4412,ACH03,Suntech,1642,Medellin,Carlos
9504,ACH02,Risen,751,Bogota,Jose
4662,ACH01,Talesun,1106,Bogota,Wilson
8835,ACH02,Risen,946,Bogota,Diego
3474,ACH02,Suntech,469,Pereira,Wilson
8378,ACH02,Jinko,627,Pereira,Carlos
4109,ACH02,Risen,1573,Medellin,Carlos
9104,ACH02,Talesun,676,Pereira,Carlos
4521,ACH01,Jinko,1426,Medellin,Sonia
464,ACH03,Risen,1680,Pereira,Carlos
830,ACH02,Talesun,1913,Pereira,Wilson
8408,ACH03,Suntech,1143,Bogota,Wilson
7609,ACH03,Talesun,196,Medellin,Sonia
6107,ACH02,Suntech,1779,Medellin,Sonia
584,ACH01,Jinko,1373,Manizales,Diego
3967,ACH02,Jinko,731,Manizales,Diego
8722,ACH02,Jinko,1677,Cali,Carlos
1651,ACH02,Suntech,1577,Bogota,Diego
9149,ACH03,Talesun,233,Medellin,Wilson
5352,ACH01,Jinko,1977,Pereira,Carlos
7531,ACH01,Jinko,1559,Manizales,Carlos
5648,ACH01,Talesun,213,Bogota,Wilson
1318,ACH03,Talesun,1904,Manizales,Jose
7995,ACH03,Talesun,1376,Cali,Wilson
2719,ACH01,Jinko,122,Bogota,Diego
8502,ACH01,Risen,631,Manizales,Wilson
8358,ACH02,Risen,1434,Pereira,Carlos
9963,ACH02,Jinko,1546,Bogota,Sonia
488,ACH03,Risen,228,Manizales,Sonia
234,ACH01,Jinko,1361,Bogota,Sonia
497,ACH01,Talesun,295,Bogota,Sonia
5217,ACH01,Risen,1139,Pereira,Sonia
8134,ACH02,Suntech,414,Bogota,Wilson
9363,ACH01,Jinko,834,Pereira,Wilson
7736,ACH03,Risen,202,Pereira,Wilson
675,ACH02,Talesun,1557,Bogota,Carlos
2779,ACH01,Talesun,1317,Manizales,Jose
2855,ACH02,Risen,566,Cali,Jose
1992,ACH01,Talesun,1143,Manizales,Jose
5846,ACH02,Talesun,829,Cali,Wilson
4155,ACH03,Jinko,1973,Bogota,Wilson
6616,ACH03,Risen,850,Cali,Carlos
3138,ACH02,Talesun,1616,Bogota,Diego
6047,ACH03,Jinko,500,Manizales,Sonia
9365,ACH02,Jinko,625,Pereira,Sonia
5848,ACH02,Suntech,651,Pereira,Wilson
4917,ACH03,Jinko,1304,Cali,Sonia
4926,ACH02,Jinko,1554,Cali,Sonia
2340,ACH01,Suntech,685,Bogota,Jose
2584,ACH03,Suntech,1341,Cali,Wilson
5847,ACH01,Jinko,632,Medellin,Carlos
3611,ACH01,Talesun,296,Medellin,Sonia
8553,ACH02,Talesun,1266,Manizales,Wilson
5050,ACH02,Suntech,1661,Manizales,Wilson
3700,ACH02,Suntech,1394,Bogota,Wilson
4413,ACH03,Talesun,311,Medellin,Wilson
7365,ACH01,Risen,801,Medellin,Sonia
2537,ACH02,Jinko,1025,Pereira,Wilson
6043,ACH01,Suntech,866,Cali,Jose
4177,ACH01,Suntech,1123,Pereira,Jose
2343,ACH02,Risen,1821,Pereira,Diego
4077,ACH01,Talesun,285,Manizales,Diego
9194,ACH03,Jinko,1220,Bogota,Diego
5495,ACH01,Risen,1895,Bogota,Carlos
4615,ACH02,Talesun,255,Bogota,Jose
6139,ACH01,Talesun,561,Manizales,Carlos
4723,ACH03,Jinko,842,Bogota,Diego
8266,ACH03,Risen,137,Cali,Wilson
9933,ACH02,Risen,727,Manizales,Wilson
2263,ACH02,Jinko,109,Medellin,Diego
4217,ACH01,Risen,1531,Bogota,Carlos
730,ACH03,Suntech,1741,Medellin,Wilson
8976,ACH02,Suntech,251,Cali,Jose
3190,ACH01,Risen,1319,Medellin,Carlos
2164,ACH02,Suntech,1550,Pereira,Jose
378,ACH01,Suntech,1761,Medellin,Jose
4056,ACH02,Suntech,548,Manizales,Jose
2014,ACH03,Suntech,1953,Cali,Sonia
849,ACH02,Jinko,257,Pereira,Wilson
3743,ACH03,Risen,1562,Pereira,Sonia
882,ACH03,Jinko,1256,Manizales,Wilson
1442,ACH03,Suntech,1474,Manizales,Diego
8768,ACH01,Jinko,1343,Cali,Wilson
178,ACH01,Risen,1947,Manizales,Wilson
1229,ACH03,Jinko,389,Cali,Carlos
1266,ACH03,Suntech,377,Cali,Wilson
8875,ACH02,Risen,903,Manizales,Carlos
1137,ACH02,Risen,1640,Cali,Wilson
2885,ACH02,Talesun,488,Medellin,Carlos
5328,ACH03,Jinko,624,Cali,Wilson
5494,ACH01,Risen,1401,Cali,Jose
3573,ACH03,Talesun,737,Medellin,Jose
414,ACH01,Suntech,791,Bogota,Jose
1723,ACH03,Risen,1758,Pereira,Carlos
6000,ACH01,Risen,1762,Cali,Carlos
8743,ACH01,Jinko,1277,Manizales,Jose
6557,ACH02,Talesun,1785,Pereira,Carlos
1551,ACH02,Risen,1248,Bogota,Wilson
9057,ACH01,Suntech,1346,Medellin,Sonia
8035,ACH01,Suntech,1039,Pereira,Wilson
4834,ACH02,Suntech,190,Medellin,Jose
3109,ACH01,Suntech,1135,Bogota,Sonia
474,ACH01,Jinko,1670,Bogota,Sonia
441,ACH03,Talesun,1673,Pereira,Jose
9876,ACH01,Risen,405,Manizales,Jose
5079,ACH02,Jinko,167,Medellin,Carlos
2033,ACH02,Suntech,1202,Pereira,Jose
8670,ACH03,Suntech,887,Manizales,Diego
9537,ACH03,Talesun,1080,Manizales,Diego
1922,ACH03,Suntech,876,Cali,Wilson
4561,ACH03,Jinko,1041,Cali,Carlos
7048,ACH02,Talesun,1141,Manizales,Diego
3828,ACH03,Suntech,793,Bogota,Wilson
2182,ACH02,Suntech,884,Medellin,Sonia
210,ACH02,Risen,1033,Cali,Wilson
2158,ACH02,Jinko,926,Manizales,Sonia
7359,ACH02,Risen,1198,Pereira,Jose
4272,ACH01,Risen,1226,Pereira,Sonia
1126,ACH03,Risen,996,Manizales,Jose
4011,ACH01,Risen,1645,Cali,Diego
453,ACH02,Jinko,375,Manizales,Carlos
8204,ACH02,Talesun,147,Cali,Sonia
1450,ACH01,Suntech,1887,Cali,Carlos
7501,ACH02,Risen,1705,Medellin,Sonia
2546,ACH01,Talesun,886,Cali,Jose
5886,ACH01,Risen,1065,Medellin,Diego
1708,ACH03,Talesun,118,Bogota,Carlos
6737,ACH02,Jinko,596,Medellin,Carlos
4697,ACH02,Talesun,245,Cali,Carlos
6647,ACH01,Risen,989,Bogota,Jose
3783,ACH02,Talesun,960,Medellin,Diego
8025,ACH02,Talesun,1171,Bogota,Carlos
7873,ACH03,Risen,1323,Medellin,Sonia
2754,ACH03,Risen,1874,Manizales,Jose
7846,ACH03,Jinko,1761,Cali,Carlos
2508,ACH01,Risen,751,Manizales,Sonia
2221,ACH01,Talesun,609,Cali,Diego
2233,ACH01,Risen,594,Pereira,Sonia
456,ACH01,Talesun,123,Manizales,Jose
2953,ACH02,Jinko,1727,Cali,Diego
9418,ACH01,Jinko,1964,Pereira,Diego
9138,ACH03,Suntech,1786,Cali,Diego
7459,ACH02,Risen,787,Bogota,Sonia
913,ACH02,Jinko,1324,Pereira,Diego
4917,ACH02,Talesun,593,Pereira,Sonia
7494,ACH01,Suntech,947,Bogota,Sonia
8296,ACH01,Suntech,254,Pereira,Jose
8814,ACH01,Talesun,1189,Medellin,Sonia
4322,ACH02,Talesun,1442,Medellin,Sonia
477,ACH02,Jinko,1330,Medellin,Sonia
5381,ACH01,Talesun,956,Cali,Sonia
6149,ACH02,Risen,1264,Cali,Jose
5210,ACH02,Talesun,201,Cali,Diego
3028,ACH03,Risen,339,Bogota,Sonia
2578,ACH02,Risen,1184,Cali,Jose
7852,ACH02,Talesun,167,Cali,Diego
905,ACH03,Talesun,199,Cali,Jose
4986,ACH03,Risen,1636,Bogota,Sonia
941,ACH01,Talesun,428,Bogota,Carlos
2129,ACH01,Suntech,1294,Medellin,Sonia
8625,ACH03,Suntech,1148,Bogota,Wilson
2944,ACH03,Talesun,1309,Pereira,Jose
545,ACH02,Suntech,1048,Bogota,Diego
8316,ACH02,Jinko,670,Pereira,Diego
1469,ACH02,Risen,1525,Medellin,Wilson
2291,ACH03,Talesun,1931,Pereira,Jose
8696,ACH03,Suntech,555,Bogota,Carlos
4693,ACH03,Jinko,1176,Manizales,Diego
9942,ACH02,Jinko,1682,Manizales,Jose
6868,ACH02,Jinko,808,Cali,Sonia
7716,ACH01,Jinko,534,Medellin,Wilson
2682,ACH01,Risen,235,Bogota,Sonia
4758,ACH01,Jinko,509,Bogota,Carlos
7051,ACH01,Suntech,706,Manizales,Carlos
6626,ACH02,Talesun,410,Medellin,Wilson
6931,ACH02,Risen,651,Pereira,Jose
941,ACH01,Jinko,966,Cali,Jose
92,ACH01,Jinko,1181,Medellin,Sonia
5459,ACH01,Jinko,214,Bogota,Sonia
5948,ACH02,Jinko,354,Pereira,Wilson
1831,ACH03,Suntech,518,Pereira,Jose
2919,ACH03,Risen,119,Manizales,Carlos
2356,ACH02,Suntech,423,Medellin,Carlos
7436,ACH03,Jinko,1856,Cali,Carlos
8509,ACH03,Jinko,1216,Cali,Wilson
7010,ACH01,Risen,731,Cali,Wilson
6690,ACH02,Jinko,1535,Pereira,Wilson
1870,ACH03,Talesun,182,Medellin,Sonia
3584,ACH02,Risen,1021,Bogota,Diego
9941,ACH02,Jinko,1443,Bogota,Sonia
416,ACH02,Suntech,715,Medellin,Diego
2093,ACH02,Risen,1429,Manizales,Diego
6590,ACH02,Jinko,467,Medellin,Carlos
4911,ACH03,Suntech,600,Pereira,Carlos
8852,ACH02,Risen,590,Manizales,Sonia
6824,ACH03,Risen,1080,Cali,Sonia
6703,ACH03,Risen,1485,Bogota,Jose
6587,ACH02,Suntech,1423,Cali,Diego
4371,ACH03,Talesun,1760,Pereira,Diego
1944,ACH03,Suntech,1542,Bogota,Carlos
6938,ACH03,Talesun,382,Cali,Diego
6626,ACH01,Risen,462,Cali,Diego
3312,ACH02,Talesun,1733,Manizales,Diego
428,ACH01,Jinko,297,Pereira,Sonia
2699,ACH02,Jinko,1216,Pereira,Sonia
2260,ACH02,Talesun,328,Manizales,Carlos
2030,ACH01,Suntech,920,Bogota,Carlos
803,ACH01,Suntech,491,Medellin,Carlos
9934,ACH02,Jinko,1737,Pereira,Diego
3538,ACH02,Talesun,1157,Manizales,Wilson
9521,ACH03,Risen,664,Cali,Carlos
4025,ACH03,Risen,262,Bogota,Wilson
5097,ACH02,Suntech,1719,Bogota,Wilson
2904,ACH01,Suntech,939,Medellin,Wilson
2333,ACH03,Jinko,1058,Medellin,Diego
541,ACH03,Risen,269,Medellin,Diego
8225,ACH01,Risen,492,Manizales,Sonia
6542,ACH03,Risen,1616,Pereira,Sonia
681,ACH03,Talesun,174,Cali,Sonia
8563,ACH03,Suntech,1254,Manizales,Wilson
2742,ACH01,Risen,644,Cali,Jose
5987,ACH01,Talesun,1049,Medellin,Wilson
8814,ACH02,Jinko,550,Manizales,Jose
8089,ACH03,Risen,1443,Medellin,Jose
3981,ACH02,Talesun,292,Cali,Wilson
4273,ACH01,Risen,1560,Manizales,Carlos
589,ACH01,Talesun,841,Pereira,Sonia
67,ACH02,Talesun,837,Manizales,Diego
7360,ACH01,Jinko,1003,Bogota,Diego
9072,ACH01,Jinko,810,Medellin,Diego
823,ACH01,Jinko,1564,Manizales,Diego
821,ACH01,Risen,1106,Cali,Sonia
3767,ACH02,Risen,1382,Pereira,Carlos
3228,ACH02,Jinko,635,Manizales,Carlos
7178,ACH02,Jinko,674,Medellin,Jose
9799,ACH01,Talesun,1825,Pereira,Sonia
6593,ACH02,Risen,625,Manizales,Diego
2751,ACH02,Talesun,238,Medellin,Diego
4083,ACH03,Suntech,845,Cali,Diego
7664,ACH03,Risen,414,Medellin,Carlos
7943,ACH01,Talesun,1004,Manizales,Sonia
212,ACH03,Talesun,939,Manizales,Wilson
8640,ACH01,Risen,318,Cali,Diego
2385,ACH02,Jinko,538,Medellin,Jose
9748,ACH03,Suntech,1525,Manizales,Carlos
4162,ACH03,Talesun,606,Medellin,Diego
2603,ACH02,Jinko,904,Cali,Diego
2750,ACH01,Jinko,100,Manizales,Diego
5445,ACH03,Risen,1964,Medellin,Wilson
5677,ACH01,Suntech,1909,Bogota,Wilson
7883,ACH03,Jinko,1985,Medellin,Sonia
6816,ACH01,Talesun,1440,Manizales,Wilson
1957,ACH03,Risen,864,Manizales,Wilson
8793,ACH03,Suntech,1541,Cali,Carlos
9328,ACH02,Risen,1427,Bogota,Jose
1499,ACH01,Suntech,857,Cali,Wilson
8274,ACH01,Suntech,762,Cali,Carlos
351,ACH03,Talesun,1309,Cali,Sonia
3292,ACH02,Suntech,1081,Medellin,Sonia
892,ACH02,Risen,912,Cali,Sonia
1073,ACH02,Jinko,1977,Medellin,Diego
453,ACH02,Jinko,1251,Cali,Wilson
7172,ACH01,Suntech,540,Pereira,Wilson
3561,ACH02,Talesun,1664,Bogota,Diego
2634,ACH01,Risen,145,Pereira,Sonia
9720,ACH01,Risen,983,Pereira,Jose
1326,ACH02,Jinko,1788,Manizales,Wilson
3591,ACH02,Jinko,1699,Cali,Wilson
1739,ACH03,Jinko,1298,Manizales,Wilson
7736,ACH02,Jinko,1592,Cali,Carlos
9580,ACH02,Suntech,143,Cali,Carlos
7652,ACH03,Talesun,1713,Manizales,Carlos
50,ACH02,Talesun,901,Pereira,Sonia
9221,ACH03,Jinko,1699,Manizales,Jose
8774,ACH03,Suntech,700,Medellin,Sonia
6638,ACH03,Risen,1286,Manizales,Sonia
5228,ACH03,Suntech,1699,Medellin,Sonia
345,ACH01,Suntech,1471,Medellin,Carlos
3702,ACH01,Jinko,1968,Pereira,Wilson
7783,ACH01,Risen,1807,Medellin,Wilson
8517,ACH01,Risen,1370,Bogota,Sonia
2110,ACH02,Jinko,1399,Pereira,Sonia
257,ACH02,Talesun,1163,Medellin,Carlos
5313,ACH02,Talesun,916,Pereira,Sonia
8455,ACH01,Talesun,357,Pereira,Carlos
1172,ACH02,Suntech,1923,Manizales,Wilson
9401,ACH01,Suntech,1854,Cali,Jose
4605,ACH02,Talesun,875,Cali,Jose
2736,ACH01,Talesun,1281,Medellin,Wilson
3505,ACH02,Jinko,1228,Pereira,Sonia
4713,ACH02,Jinko,1184,Bogota,Carlos
8322,ACH01,Risen,380,Pereira,Sonia
9805,ACH02,Suntech,238,Manizales,Jose
109,ACH01,Risen,1992,Bogota,Diego
5623,ACH02,Risen,216,Cali,Wilson
7379,ACH02,Risen,1534,Medellin,Sonia
6872,ACH03,Jinko,1755,Cali,Sonia
2727,ACH03,Talesun,1649,Pereira,Diego
8127,ACH02,Risen,834,Pereira,Sonia
3027,ACH03,Talesun,868,Cali,Sonia
7294,ACH02,Risen,1493,Manizales,Sonia
7679,ACH01,Jinko,815,Medellin,Jose
8951,ACH03,Talesun,827,Medellin,Sonia
5006,ACH03,Suntech,186,Bogota,Diego
3248,ACH03,Jinko,1410,Cali,Jose
6194,ACH02,Suntech,279,Cali,Wilson
9893,ACH03,Risen,159,Cali,Sonia
8786,ACH03,Talesun,1210,Cali,Jose
7635,ACH02,Jinko,1743,Medellin,Wilson
8603,ACH02,Suntech,1052,Cali,Carlos
9433,ACH01,Jinko,1882,Bogota,Sonia
8910,ACH02,Talesun,1894,Cali,Carlos
8792,ACH03,Suntech,614,Pereira,Carlos
2039,ACH02,Suntech,1305,Pereira,Wilson
9448,ACH02,Talesun,949,Manizales,Wilson
3507,ACH01,Talesun,1698,Bogota,Carlos
6447,ACH03,Talesun,686,Medellin,Wilson
3936,ACH03,Suntech,247,Medellin,Sonia
2101,ACH02,Risen,1177,Manizales,Carlos
7648,ACH01,Suntech,1299,Cali,Wilson
4340,ACH03,Jinko,1066,Medellin,Carlos
7651,ACH02,Talesun,308,Medellin,Sonia
440,ACH03,Talesun,1883,Pereira,Sonia
8964,ACH01,Risen,394,Cali,Sonia
7828,ACH03,Risen,680,Medellin,Carlos
6153,ACH01,Suntech,1231,Bogota,Jose
7762,ACH03,Suntech,118,Medellin,Sonia
190,ACH01,Suntech,1085,Cali,Diego
7019,ACH03,Jinko,1222,Pereira,Wilson
