comuna,ica,fecha,id
comuna 13,36,2024-06-23,5993
comuna 6,98,2024-01-30,40902
comuna 10,41,2024-06-25,10169
comuna 3,74,2024-06-25,1013
comuna 8,76,2024-01-30,19113
comuna 4,54,2024-06-23,24036
comuna 7,93,2024-07-31,35067
comuna 8,58,2024-06-23,6969
comuna 15,73,2024-06-25,30471
comuna 7,33,2024-07-31,17717
comuna 16,16,2024-06-25,14144
comuna 3,59,2024-07-31,6191
comuna 2,99,2024-01-30,17242
comuna 11,55,2024-06-25,2921
comuna 9,69,2024-06-25,30356
comuna 15,57,2024-01-30,42417
comuna 3,76,2024-07-31,26000
comuna 5,38,2024-06-23,3000
comuna 10,19,2024-06-25,27068
comuna 11,65,2024-07-31,1996
comuna 11,67,2024-07-31,43265
comuna 11,67,2024-07-31,22263
comuna 11,33,2024-06-25,43680
comuna 14,39,2024-07-31,5492
comuna 1,95,2024-06-25,49716
comuna 7,99,2024-06-23,21324
comuna 3,47,2024-01-30,14267
comuna 13,23,2024-07-31,25040
comuna 15,19,2024-07-31,17360
comuna 8,91,2024-06-25,11674
comuna 16,69,2024-06-25,49449
comuna 1,41,2024-06-23,42535
comuna 9,38,2024-06-25,45498
comuna 16,72,2024-06-25,30711
comuna 11,81,2024-01-30,39418
comuna 4,12,2024-07-31,1077
comuna 10,24,2024-07-31,23664
comuna 15,13,2024-06-23,4871
comuna 10,64,2024-06-23,13752
comuna 8,99,2024-06-25,30009
comuna 9,19,2024-06-25,38508
comuna 10,78,2024-06-25,22470
comuna 8,34,2024-07-31,4898
comuna 8,18,2024-07-31,32288
comuna 2,91,2024-06-23,34899
comuna 2,27,2024-06-23,31694
comuna 11,76,2024-01-30,42226
comuna 10,25,2024-06-25,10998
comuna 9,79,2024-06-25,30455
comuna 5,10,2024-06-25,18744
comuna 13,35,2024-07-31,16673
comuna 10,33,2024-06-23,9720
comuna 3,28,2024-07-31,33825
comuna 14,22,2024-06-23,41401
comuna 13,43,2024-01-30,19152
comuna 12,12,2024-06-23,18103
comuna 4,53,2024-06-23,7482
comuna 14,43,2024-07-31,15059
comuna 1,91,2024-01-30,45233
comuna 8,60,2024-01-30,17247
comuna 3,47,2024-01-30,27014
comuna 15,14,2024-07-31,11565
comuna 8,42,2024-07-31,510
comuna 4,30,2024-06-23,39198
comuna 11,14,2024-07-31,31947
comuna 14,12,2024-06-23,17889
comuna 7,17,2024-07-31,34299
comuna 3,98,2024-06-23,43944
comuna 14,81,2024-07-31,44589
comuna 5,39,2024-06-25,17653
comuna 14,24,2024-06-23,30547
comuna 2,56,2024-01-30,15076
comuna 14,21,2024-07-31,12180
comuna 2,11,2024-06-23,39204
comuna 8,73,2024-01-30,33364
comuna 7,12,2024-06-25,32237
comuna 3,74,2024-01-30,24964
comuna 7,33,2024-07-31,24142
comuna 9,36,2024-06-23,973
comuna 3,86,2024-07-31,13846
comuna 6,67,2024-06-23,39274
comuna 9,35,2024-06-25,26102
comuna 13,28,2024-01-30,8358
comuna 1,16,2024-01-30,29493
comuna 15,85,2024-06-25,27568
comuna 8,74,2024-06-25,41631
comuna 4,58,2024-06-25,33560
comuna 10,25,2024-06-23,34720
comuna 9,88,2024-06-25,4365
comuna 5,59,2024-01-30,9297
comuna 15,18,2024-01-30,44059
comuna 14,90,2024-01-30,9125
comuna 5,41,2024-06-25,31993
comuna 3,25,2024-06-23,19000
comuna 16,35,2024-06-23,8401
comuna 3,16,2024-06-23,12811
comuna 7,39,2024-01-30,28544
comuna 16,11,2024-06-25,9095
comuna 6,43,2024-07-31,14443
comuna 3,17,2024-06-25,28110
comuna 13,28,2024-01-30,9171
comuna 9,30,2024-07-31,23995
comuna 12,52,2024-01-30,39345
comuna 14,18,2024-07-31,4450
comuna 15,95,2024-06-23,21563
comuna 3,57,2024-01-30,9196
comuna 3,37,2024-06-25,29395
comuna 3,90,2024-06-23,40391
comuna 9,37,2024-06-25,7451
comuna 8,71,2024-01-30,29182
comuna 8,67,2024-01-30,9425
comuna 4,29,2024-06-25,49267
comuna 6,40,2024-06-25,37440
comuna 7,87,2024-01-30,19187
comuna 13,27,2024-06-25,2727
comuna 10,14,2024-01-30,23708
comuna 11,28,2024-01-30,33027
comuna 7,58,2024-07-31,13342
comuna 11,19,2024-07-31,39395
comuna 7,15,2024-06-23,10942
comuna 7,74,2024-07-31,47063
comuna 5,82,2024-06-23,12260
comuna 11,100,2024-06-23,32617
comuna 5,74,2024-07-31,35567
comuna 16,24,2024-01-30,46372
comuna 6,23,2024-01-30,37065
comuna 3,51,2024-07-31,12422
comuna 1,57,2024-01-30,19693
comuna 3,63,2024-07-31,8218
comuna 8,36,2024-06-23,2649
comuna 16,37,2024-06-23,10894
comuna 11,66,2024-07-31,36488
comuna 11,63,2024-01-30,38078
comuna 9,52,2024-01-30,46193
comuna 4,97,2024-06-25,12833
comuna 10,87,2024-06-23,26459
comuna 12,97,2024-06-23,13842
comuna 8,12,2024-06-23,14241
comuna 12,62,2024-06-25,34250
comuna 1,44,2024-01-30,36399
comuna 14,49,2024-06-23,18299
comuna 1,74,2024-06-23,30931
comuna 13,93,2024-06-25,49940
comuna 8,46,2024-06-25,40279
comuna 15,19,2024-07-31,39082
comuna 9,28,2024-06-25,38080
comuna 16,46,2024-01-30,39856
comuna 1,67,2024-06-23,27538
comuna 6,26,2024-01-30,44111
comuna 2,84,2024-06-25,21776
comuna 8,53,2024-07-31,10733
comuna 6,87,2024-01-30,48326
comuna 9,31,2024-06-25,17910
comuna 13,33,2024-07-31,20581
comuna 13,55,2024-01-30,46691
comuna 13,50,2024-06-23,17390
comuna 12,44,2024-06-23,15611
comuna 13,96,2024-06-25,9733
comuna 3,43,2024-01-30,15516
comuna 9,85,2024-07-31,25757
comuna 3,14,2024-01-30,29244
comuna 10,74,2024-06-23,17758
comuna 16,46,2024-06-23,44068
comuna 7,15,2024-01-30,1157
comuna 6,79,2024-06-23,23762
comuna 4,23,2024-06-23,22471
comuna 13,66,2024-06-25,6827
comuna 15,26,2024-01-30,44701
comuna 8,89,2024-01-30,23114
comuna 7,56,2024-06-25,4226
comuna 2,30,2024-01-30,34545
comuna 15,27,2024-06-23,38662
comuna 5,29,2024-06-23,46303
comuna 5,48,2024-06-25,15968
comuna 8,23,2024-06-23,45875
comuna 12,22,2024-06-25,4700
comuna 3,88,2024-06-23,6419
comuna 1,90,2024-06-23,33412
comuna 14,40,2024-06-23,5413
comuna 4,31,2024-01-30,38298
comuna 6,40,2024-07-31,22400
comuna 1,53,2024-07-31,6860
comuna 15,77,2024-07-31,30989
comuna 8,74,2024-01-30,49276
comuna 10,60,2024-07-31,45333
comuna 12,81,2024-06-23,37620
comuna 14,77,2024-06-23,5545
comuna 4,88,2024-06-23,48277
comuna 16,16,2024-01-30,32864
comuna 3,25,2024-06-23,25093
comuna 11,41,2024-06-23,40395
comuna 2,62,2024-06-25,39550
comuna 10,25,2024-07-31,41888
comuna 10,64,2024-06-25,4544
comuna 4,74,2024-01-30,46463
comuna 13,36,2024-01-30,46534
comuna 4,73,2024-06-23,27829
comuna 15,12,2024-01-30,34582
comuna 15,12,2024-07-31,5456
comuna 7,23,2024-07-31,12856
comuna 2,23,2024-06-23,26875
comuna 16,81,2024-06-23,25558
comuna 8,44,2024-06-23,16546
comuna 3,12,2024-01-30,49231
comuna 13,59,2024-06-25,27669
comuna 13,23,2024-06-23,10817
comuna 4,50,2024-06-25,42264
comuna 7,76,2024-06-25,25128
comuna 16,59,2024-06-23,33543
comuna 14,89,2024-01-30,36084
comuna 2,46,2024-07-31,33355
comuna 2,76,2024-06-25,9649
comuna 13,21,2024-01-30,11535
comuna 16,66,2024-06-23,26029
comuna 12,96,2024-06-23,33594
comuna 10,96,2024-06-23,34211
comuna 9,55,2024-07-31,49491
comuna 10,49,2024-06-23,45022
comuna 10,79,2024-06-25,8370
comuna 14,21,2024-06-25,16988
comuna 7,24,2024-06-23,2736
comuna 16,74,2024-07-31,1709
comuna 5,60,2024-06-25,22687
comuna 6,69,2024-06-23,3939
comuna 7,79,2024-06-25,11106
comuna 8,33,2024-01-30,30352
comuna 10,56,2024-06-23,43483
comuna 7,41,2024-06-25,36495
comuna 9,87,2024-01-30,21915
comuna 15,53,2024-06-25,9022
comuna 5,29,2024-07-31,6570
comuna 1,83,2024-01-30,22351
comuna 8,82,2024-06-23,32535
comuna 4,95,2024-01-30,47780
comuna 1,76,2024-06-23,2297
comuna 3,28,2024-07-31,43807
comuna 16,75,2024-06-25,12563
comuna 5,83,2024-01-30,21917
comuna 16,87,2024-07-31,4169
comuna 7,15,2024-06-23,4077
comuna 3,41,2024-06-23,37195
comuna 10,43,2024-07-31,23464
comuna 5,31,2024-01-30,44871
comuna 5,18,2024-07-31,8838
comuna 2,40,2024-06-23,3932
comuna 5,80,2024-06-23,41173
comuna 13,32,2024-07-31,9645
comuna 1,55,2024-07-31,10903
comuna 14,86,2024-01-30,22715
comuna 7,18,2024-07-31,38880
comuna 4,71,2024-06-23,48257
comuna 2,99,2024-06-23,12270
comuna 9,23,2024-06-23,45505
comuna 6,88,2024-01-30,15292
comuna 12,49,2024-07-31,43175
comuna 14,76,2024-06-23,7541
comuna 16,85,2024-06-25,29950
comuna 8,41,2024-07-31,21131
comuna 11,31,2024-06-25,12442
comuna 10,47,2024-07-31,15975
comuna 16,22,2024-01-30,14468
comuna 15,59,2024-06-23,49976
comuna 13,78,2024-06-25,11865
comuna 9,10,2024-01-30,39127
comuna 6,30,2024-06-23,20453
comuna 7,67,2024-06-25,49113
comuna 4,65,2024-07-31,29358
comuna 12,25,2024-01-30,15397
comuna 4,92,2024-06-23,11534
comuna 12,12,2024-06-23,35670
comuna 9,12,2024-01-30,43866
comuna 1,38,2024-06-23,44753
comuna 9,56,2024-06-23,528
comuna 12,62,2024-06-25,44191
comuna 2,42,2024-07-31,20277
comuna 4,86,2024-01-30,17148
comuna 10,25,2024-06-25,26711
comuna 3,92,2024-06-25,49979
comuna 2,16,2024-06-25,45382
comuna 9,21,2024-06-25,35619
comuna 1,13,2024-01-30,12672
comuna 11,18,2024-06-23,33590
comuna 8,66,2024-07-31,38329
comuna 14,43,2024-06-23,40192
comuna 2,46,2024-06-25,28797
comuna 6,52,2024-01-30,8167
comuna 4,41,2024-07-31,29544
comuna 2,43,2024-01-30,11624
comuna 7,86,2024-01-30,9021
comuna 13,28,2024-06-25,47858
comuna 6,10,2024-06-25,32249
comuna 6,53,2024-06-23,6481
comuna 10,65,2024-01-30,43440
comuna 1,43,2024-06-25,46065
comuna 6,57,2024-06-25,49995
comuna 6,37,2024-06-23,19122
comuna 1,44,2024-01-30,4632
comuna 8,12,2024-06-25,45563
comuna 16,10,2024-07-31,6078
comuna 11,60,2024-06-23,45691
comuna 10,62,2024-07-31,41027
comuna 14,23,2024-01-30,5338
comuna 12,49,2024-06-23,10672
comuna 10,98,2024-06-23,10037
comuna 6,77,2024-01-30,529
comuna 12,69,2024-01-30,32422
comuna 16,54,2024-06-25,18000
comuna 13,11,2024-01-30,12803
comuna 4,43,2024-07-31,42744
comuna 16,89,2024-06-25,19209
comuna 3,33,2024-06-25,5360
comuna 12,45,2024-01-30,44402
comuna 16,43,2024-06-25,24840
comuna 15,72,2024-06-23,31773
comuna 15,66,2024-01-30,27478
comuna 16,85,2024-06-25,29157
comuna 3,41,2024-06-25,48851
comuna 5,88,2024-07-31,35199
comuna 7,82,2024-06-23,41974
comuna 6,55,2024-01-30,23632
comuna 1,39,2024-06-25,44432
comuna 4,56,2024-06-23,13803
comuna 16,94,2024-01-30,4595
comuna 14,22,2024-07-31,28297
comuna 8,38,2024-06-23,11504
comuna 14,31,2024-07-31,48885
comuna 8,91,2024-06-25,49427
comuna 1,69,2024-06-25,26894
comuna 16,52,2024-07-31,10138
comuna 7,89,2024-07-31,23257
comuna 8,59,2024-06-23,36785
comuna 14,18,2024-01-30,10820
comuna 3,26,2024-06-25,3965
comuna 8,70,2024-07-31,532
comuna 6,66,2024-06-25,22626
comuna 12,42,2024-01-30,28238
comuna 10,100,2024-07-31,3185
comuna 16,99,2024-06-23,24963
comuna 14,10,2024-06-25,11215
comuna 11,24,2024-01-30,49047
comuna 16,83,2024-06-25,25821
comuna 6,96,2024-01-30,33661
comuna 7,91,2024-01-30,29637
comuna 9,18,2024-07-31,21169
comuna 15,96,2024-06-25,28410
comuna 13,91,2024-06-23,41980
comuna 13,17,2024-07-31,17545
comuna 1,42,2024-06-25,17626
comuna 4,92,2024-06-23,45673
comuna 8,60,2024-06-23,7191
comuna 7,100,2024-06-23,29336
comuna 2,27,2024-01-30,28281
comuna 1,92,2024-06-25,36354
comuna 2,41,2024-06-23,39842
comuna 4,57,2024-06-23,15328
comuna 15,63,2024-06-25,47491
comuna 1,62,2024-06-23,4352
comuna 6,36,2024-06-25,1324
comuna 15,77,2024-06-25,7787
comuna 1,20,2024-07-31,21181
comuna 6,32,2024-07-31,951
comuna 6,72,2024-06-25,16874
comuna 14,70,2024-06-25,7658
comuna 3,62,2024-06-23,14303
comuna 7,85,2024-06-23,31032
comuna 9,99,2024-06-25,43419
comuna 9,53,2024-06-25,45593
comuna 15,52,2024-06-23,46662
comuna 7,26,2024-01-30,5060
comuna 3,86,2024-07-31,13389
comuna 9,70,2024-01-30,48909
comuna 14,36,2024-07-31,29595
comuna 11,72,2024-06-23,40379
comuna 11,25,2024-06-23,728
comuna 5,46,2024-07-31,33786
comuna 12,31,2024-06-23,20830
comuna 14,52,2024-06-25,31168
comuna 3,26,2024-01-30,33616
comuna 8,35,2024-06-23,45894
comuna 16,18,2024-06-25,3537
comuna 10,77,2024-06-23,15693
comuna 11,68,2024-07-31,45556
comuna 6,89,2024-01-30,16982
comuna 4,17,2024-06-25,37215
comuna 11,97,2024-06-23,19304
comuna 7,67,2024-06-23,34543
comuna 2,89,2024-07-31,5944
comuna 13,93,2024-01-30,3420
comuna 11,19,2024-07-31,19641
comuna 12,52,2024-07-31,39487
comuna 6,97,2024-06-25,45500
comuna 5,85,2024-07-31,14194
comuna 5,39,2024-01-30,13811
comuna 16,10,2024-01-30,30408
comuna 3,39,2024-06-23,2508
comuna 7,24,2024-07-31,25715
comuna 6,79,2024-06-25,13161
comuna 6,59,2024-01-30,49766
comuna 7,60,2024-06-25,15863
comuna 12,29,2024-01-30,3295
comuna 6,91,2024-06-23,3604
comuna 13,81,2024-06-23,40748
comuna 9,49,2024-06-23,28739
comuna 4,63,2024-06-23,7224
comuna 14,48,2024-07-31,17757
comuna 3,94,2024-07-31,42333
comuna 13,99,2024-07-31,24615
comuna 4,59,2024-06-23,36767
comuna 7,84,2024-01-30,39587
comuna 15,81,2024-06-23,12360
comuna 12,27,2024-07-31,17204
comuna 15,80,2024-01-30,30508
comuna 6,79,2024-07-31,32024
comuna 9,50,2024-01-30,19602
comuna 15,58,2024-01-30,39895
comuna 2,82,2024-01-30,24544
comuna 3,64,2024-06-23,47933
comuna 12,93,2024-06-25,16683
comuna 2,62,2024-06-25,6435
comuna 5,88,2024-01-30,19550
comuna 7,96,2024-07-31,2024
comuna 8,97,2024-07-31,32794
comuna 16,82,2024-01-30,37873
comuna 11,55,2024-01-30,41117
comuna 2,78,2024-07-31,18686
comuna 15,64,2024-06-25,23573
comuna 13,61,2024-07-31,49990
comuna 13,45,2024-06-23,47047
comuna 12,59,2024-06-23,47228
comuna 12,71,2024-01-30,26646
comuna 8,21,2024-06-23,42632
comuna 16,45,2024-06-23,1518
comuna 2,32,2024-01-30,33775
comuna 1,48,2024-06-25,46393
comuna 16,93,2024-06-23,25365
comuna 15,18,2024-07-31,45409
comuna 9,99,2024-07-31,33351
comuna 12,23,2024-01-30,44175
comuna 8,27,2024-07-31,2897
comuna 5,54,2024-06-25,10255
comuna 14,70,2024-01-30,11886
comuna 3,75,2024-06-25,22820
comuna 14,100,2024-01-30,29693
comuna 1,27,2024-07-31,979
comuna 12,74,2024-01-30,9761
comuna 9,72,2024-06-23,28452
